,loss
0,-3.7721080780029297
1,-0.6833429336547852
2,-1.3404252529144287
3,-3.8095529079437256
4,-1.4493377208709717
5,-3.283870220184326
6,-3.8923251628875732
7,-3.4262118339538574
8,-5.332951545715332
9,-1.5539225339889526
