,loss
0,-0.7601510882377625
1,-2.7048683166503906
2,-2.8359322547912598
3,-0.5650967359542847
4,-2.363766670227051
5,-1.5784599781036377
6,-1.710538387298584
7,-1.9586889743804932
8,-4.479066371917725
9,-2.4555399417877197
