,accuracy,precision,recall,iou,num,tp,fp,fn,cd,loss,size
0,0.960479736328125,0.0,0.0,0.0,32768.0,0.0,1295.0,0.0,100000.0,0.5554637908935547,5233.0
1,0.960479736328125,0.0,0.0,0.0,32768.0,0.0,1295.0,0.0,100000.0,0.3369588255882263,5233.0
2,0.960479736328125,0.0,0.0,0.0,32768.0,0.0,1295.0,0.0,100000.0,0.19284459948539734,5233.0
3,0.960479736328125,0.0,0.0,0.0,32768.0,0.0,1295.0,0.0,100000.0,0.18143543601036072,5233.0
4,0.960479736328125,0.0,0.0,0.0,32768.0,0.0,1295.0,0.0,100000.0,0.1672011911869049,5233.0
5,0.960479736328125,0.0,0.0,0.0,32768.0,0.0,1295.0,0.0,100000.0,0.1384042203426361,5233.0
6,0.962615966796875,0.06718146800994873,0.8365384340286255,0.06631097197532654,32768.0,87.0,1208.0,17.0,0.07055120238713988,0.11752404272556305,5233.0
7,0.967071533203125,0.21621622145175934,0.8139534592628479,0.206033855676651,32768.0,280.0,1015.0,64.0,0.02670742794289306,0.0953965112566948,5233.0
8,0.972198486328125,0.41467180848121643,0.7782608866691589,0.3708563446998596,32768.0,537.0,758.0,153.0,0.00728729505903419,0.07542974501848221,5233.0
9,0.976837158203125,0.5637065768241882,0.790043294429779,0.49026191234588623,32768.0,730.0,565.0,194.0,0.003169492036679537,0.05906546488404274,5233.0
10,0.981048583984375,0.669498085975647,0.8179244995117188,0.5826612710952759,32768.0,867.0,428.0,193.0,0.0023732026753842794,0.04708915948867798,5233.0
11,0.98529052734375,0.7783783674240112,0.83790522813797,0.6765100955963135,32768.0,1008.0,287.0,195.0,0.0016744832537382414,0.03877704590559006,5233.0
12,0.98834228515625,0.8478764295578003,0.8558067083358765,0.7418919205665588,32768.0,1098.0,197.0,185.0,0.001233575028513649,0.03243199363350868,5233.0
13,0.990570068359375,0.8818532824516296,0.8798151016235352,0.7870433926582336,32768.0,1142.0,153.0,156.0,0.0009791408559946695,0.027037376537919044,5233.0
14,0.99267578125,0.9173744916915894,0.8993186950683594,0.831932783126831,32768.0,1188.0,107.0,133.0,0.0007338437374868109,0.022442368790507317,5233.0
15,0.99432373046875,0.9382239580154419,0.9197577834129333,0.8672376871109009,32768.0,1215.0,80.0,106.0,0.0005577160342726202,0.018610786646604538,5233.0
16,0.99542236328125,0.9528957605361938,0.93272864818573,0.8916184902191162,32768.0,1234.0,61.0,89.0,0.00044677968785111646,0.015559284016489983,5233.0
17,0.99658203125,0.968339741230011,0.9464150667190552,0.9180088043212891,32768.0,1254.0,41.0,71.0,0.00033298881765862895,0.013139670714735985,5233.0
18,0.997222900390625,0.9768339991569519,0.9539969563484192,0.9328908324241638,32768.0,1265.0,30.0,61.0,0.00027019156155185566,0.011195055209100246,5233.0
19,0.9976806640625,0.9837837815284729,0.9586154818534851,0.9437037110328674,32768.0,1274.0,21.0,55.0,0.0002250027962499746,0.009523216634988785,5233.0
20,0.998077392578125,0.9876447916030884,0.964555025100708,0.9530551433563232,32768.0,1279.0,16.0,47.0,0.00018671937330025566,0.008136141113936901,5233.0
21,0.99853515625,0.992277979850769,0.9712774157524109,0.9639909863471985,32768.0,1285.0,10.0,38.0,0.00014236174950460665,0.006957319565117359,5233.0
22,0.9989013671875,0.9945945739746094,0.9779802560806274,0.9728096723556519,32768.0,1288.0,7.0,29.0,0.00010712948141763632,0.005958971567451954,5233.0
23,0.999114990234375,0.9961389899253845,0.9817351698875427,0.9780136346817017,32768.0,1290.0,5.0,24.0,8.642907829551664e-05,0.005094190593808889,5233.0
24,0.99932861328125,0.9976834058761597,0.9855072498321533,0.9832572340965271,32768.0,1292.0,3.0,19.0,6.566154663980751e-05,0.004368606489151716,5233.0
25,0.999603271484375,0.9992278218269348,0.9908116459846497,0.9900535345077515,32768.0,1294.0,1.0,12.0,3.890844601985491e-05,0.003742697648704052,5233.0
26,0.999786376953125,1.0,0.9946236610412598,0.9946236610412598,32768.0,1295.0,0.0,7.0,2.1001344086021507e-05,0.003208376932889223,5233.0
27,0.9998779296875,1.0,0.9969207048416138,0.9969207048416138,32768.0,1295.0,0.0,4.0,1.2028483448806774e-05,0.0027609625831246376,5233.0
28,0.999969482421875,1.0,0.9992284178733826,0.9992284178733826,32768.0,1295.0,0.0,1.0,3.0140817901234566e-06,0.0023950329050421715,5233.0
29,0.999969482421875,1.0,0.9992284178733826,0.9992284178733826,32768.0,1295.0,0.0,1.0,3.0140817901234566e-06,0.0020895262714475393,5233.0
30,0.999969482421875,1.0,0.9992284178733826,0.9992284178733826,32768.0,1295.0,0.0,1.0,3.0140817901234566e-06,0.0018343476112931967,5233.0
31,1.0,1.0,1.0,1.0,32768.0,1295.0,0.0,0.0,0.0,0.0016190060414373875,5233.0
