,loss
0,-1.671654462814331
1,-4.095061302185059
2,-1.6787294149398804
3,-4.107602596282959
4,-1.5111889839172363
5,-0.38812264800071716
6,-1.8340944051742554
7,-3.292590618133545
8,-1.3784172534942627
9,-0.030747175216674805
