,accuracy,precision,recall,iou,num,tp,fp,fn,cd,loss,size,architecture,sequence
0,0.9996293187141418,0.9610501527786255,0.9653483033180237,0.9290019869804382,16777216,81375,3298,2921,4.496619749286716e-06,tensor(0.0225),60007,"[(128, 'elu'), (64, 'elu'), (96, 'swish'), (128, 'swish'), (128, 'relu'), (32, 'elu')]","[17, 11, 12, 15, 16, 5, 18]"
1,0.9995042085647583,0.924769401550293,0.9757261872291565,0.9039725065231323,16777216,78303,6370,1948,6.212389579316432e-06,tensor(0.0295),38295,"[(128, 'swish'), (128, 'relu'), (48, 'swish'), (32, 'elu'), (32, 'relu'), (16, 'relu')]","[15, 16, 6, 5, 4, 1, 18]"
2,0.9994727969169617,0.9297178387641907,0.9645412564277649,0.8989916443824768,16777216,78722,5951,2894,6.478500346375115e-06,tensor(0.0307),34807,"[(48, 'relu'), (96, 'swish'), (96, 'relu'), (16, 'relu'), (128, 'relu'), (64, 'elu')]","[7, 12, 13, 1, 16, 11, 18]"
3,0.9995518922805786,0.9401698112487793,0.970119059085846,0.9137101769447327,16777216,79607,5066,2452,5.50003993375252e-06,tensor(0.0263),39303,"[(128, 'relu'), (128, 'swish'), (64, 'relu'), (32, 'elu')]","[16, 15, 10, 5, 18]"
4,0.9991515278816223,0.9271078109741211,0.906855046749115,0.8464997410774231,16777216,78501,6172,8063,1.030054194625734e-05,tensor(0.0486),19047,"[(32, 'swish'), (48, 'relu'), (48, 'relu'), (48, 'elu'), (48, 'swish'), (48, 'swish')]","[3, 7, 7, 8, 6, 6, 18]"
5,0.9994615912437439,0.9292454719543457,0.9627771377563477,0.8970187306404114,16777216,78682,5991,3042,6.6567340324188476e-06,tensor(0.0322),42663,"[(64, 'elu'), (64, 'relu'), (96, 'elu'), (128, 'relu'), (64, 'relu'), (32, 'relu')]","[11, 10, 14, 16, 10, 4, 18]"
6,0.9995397329330444,0.9617941975593567,0.9477800130844116,0.913391649723053,16777216,81438,3235,4487,5.528468882654041e-06,tensor(0.0265),27847,"[(32, 'elu'), (64, 'swish'), (128, 'elu'), (32, 'elu'), (64, 'swish'), (48, 'relu')]","[5, 9, 17, 5, 9, 7, 18]"
7,0.9993951320648193,0.912097156047821,0.966159999370575,0.8838609457015991,16777216,77230,7443,2705,7.530070053024888e-06,tensor(0.0359),34967,"[(64, 'elu'), (64, 'elu'), (96, 'relu'), (48, 'swish'), (128, 'elu'), (32, 'elu')]","[11, 11, 13, 6, 17, 5, 18]"
8,0.9993478059768677,0.9251827597618103,0.9444571733474731,0.8774417638778687,16777216,78338,6335,4607,8.076280587495538e-06,tensor(0.0376),22007,"[(96, 'elu'), (48, 'relu'), (128, 'relu')]","[14, 7, 16, 18]"
9,0.9992803335189819,0.9051882028579712,0.9498581290245056,0.8639073967933655,16777216,76645,8028,4046,9.055227861986761e-06,tensor(0.0420),19879,"[(32, 'swish'), (128, 'relu'), (16, 'elu'), (16, 'relu'), (64, 'elu'), (64, 'relu')]","[3, 16, 2, 1, 11, 10, 18]"
