,loss
0,-1.7766244411468506
1,-2.0391740798950195
2,-2.2700724601745605
3,-3.306950569152832
4,-4.696131229400635
5,-2.9275128841400146
6,-2.7439098358154297
7,-6.206508159637451
8,-2.984389066696167
9,-2.2913739681243896
