,accuracy,precision,recall,iou,num,tp,fp,fn,cd,loss,size,architecture,sequence
0,1.0,1.0,1.0,1.0,32768,1394,0,0,0.0,1.9512779090291588e-06,6457,"[(48, 'relu'), (16, 'elu'), (40, 'elu'), (16, 'elu'), (16, 'swish'), (16, 'relu'), (40, 'elu')]","[10, 2, 8, 2, 0, 1, 8, 15]"
1,1.0,1.0,1.0,1.0,32768,1394,0,0,0.0,3.4518955089879455e-06,7841,"[(64, 'relu'), (32, 'swish'), (16, 'relu'), (16, 'swish'), (48, 'swish')]","[13, 3, 1, 0, 9, 15]"
2,1.0,1.0,1.0,1.0,32768,1394,0,0,0.0,6.0121528804302216e-06,8785,"[(32, 'relu'), (48, 'elu'), (32, 'elu'), (48, 'elu'), (40, 'swish')]","[4, 11, 5, 11, 6, 15]"
3,1.0,1.0,1.0,1.0,32768,1394,0,0,0.0,6.817159373895265e-06,9153,"[(64, 'relu'), (48, 'swish'), (16, 'swish'), (64, 'swish')]","[13, 9, 0, 12, 15]"
4,1.0,1.0,1.0,1.0,32768,1394,0,0,0.0,1.2829033948946744e-05,9801,"[(48, 'swish'), (16, 'relu'), (40, 'swish'), (64, 'elu'), (40, 'swish')]","[9, 1, 6, 14, 6, 15]"
5,1.0,1.0,1.0,1.0,32768,1394,0,0,0.0,1.7686252249404788e-06,13273,"[(48, 'relu'), (32, 'relu'), (32, 'elu'), (48, 'swish'), (48, 'relu'), (40, 'elu'), (40, 'relu')]","[10, 4, 5, 9, 10, 8, 7, 15]"
6,1.0,1.0,1.0,1.0,32768,1394,0,0,0.0,2.2528276531375013e-05,8385,"[(32, 'relu'), (64, 'swish'), (64, 'relu')]","[4, 12, 13, 15]"
7,1.0,1.0,1.0,1.0,32768,1394,0,0,0.0,7.741075933154207e-06,8841,"[(40, 'swish'), (40, 'relu'), (16, 'elu'), (48, 'elu'), (32, 'swish'), (32, 'swish'), (16, 'elu')]","[6, 7, 2, 11, 3, 3, 2, 15]"
8,1.0,1.0,1.0,1.0,32768,1394,0,0,0.0,3.1256245165423024e-06,10209,"[(32, 'elu'), (64, 'relu'), (16, 'elu'), (40, 'elu'), (40, 'relu'), (64, 'relu')]","[5, 13, 2, 8, 7, 13, 15]"
9,1.0,1.0,1.0,1.0,32768,1394,0,0,0.0,0.00010099302016897127,8353,"[(64, 'elu'), (32, 'relu'), (64, 'swish')]","[14, 4, 12, 15]"
