,loss
0,-3.833054304122925
1,-2.5949490070343018
2,-1.1608632802963257
3,-3.1503124237060547
4,-4.4755859375
5,0.8274363279342651
6,-3.7489383220672607
7,-3.097902297973633
8,-0.8133267760276794
9,-2.2645602226257324
