,loss
0,-2.0582189559936523
1,-3.2604618072509766
2,-2.9887752532958984
3,-4.420936107635498
4,-1.5287961959838867
5,-1.9657707214355469
6,-1.6483561992645264
7,-2.4486324787139893
8,-1.7502245903015137
9,-2.158576250076294
