,loss
0,-2.4087727069854736
1,-1.3252134323120117
2,-2.064303159713745
3,-1.5646108388900757
4,-2.9477553367614746
5,-3.3543059825897217
6,-1.7453277111053467
7,-4.3806047439575195
8,-2.427180528640747
9,-4.225754737854004
