,accuracy,precision,recall,iou,num,tp,fp,fn,cd,loss,size,architecture,sequence
0,0.9998359084129333,0.9629570245742798,0.9637013077735901,0.9292524456977844,16777216,36160,1391,1362,4.500801818572878e-06,tensor(0.0223),63191,"[(128, 'swish'), (128, 'relu'), (48, 'elu'), (128, 'swish'), (96, 'swish'), (96, 'swish')]","[15, 16, 8, 15, 12, 12, 18]"
1,0.9997740983963013,0.9282309412956238,0.9695418477058411,0.9019303321838379,16777216,34856,2695,1095,6.265458464917565e-06,tensor(0.0301),26247,"[(128, 'relu'), (48, 'elu'), (16, 'elu'), (128, 'relu'), (32, 'elu'), (16, 'swish')]","[16, 8, 2, 16, 5, 0, 18]"
2,0.99977046251297,0.9474847316741943,0.9498371481895447,0.9023332595825195,16777216,35579,1972,1879,6.279980755701985e-06,tensor(0.0302),16519,"[(96, 'relu'), (16, 'relu'), (48, 'relu'), (64, 'elu')]","[13, 1, 7, 11, 18]"
3,0.9997467994689941,0.9703869223594666,0.920758068561554,0.8955931663513184,16777216,36439,1112,3136,6.664031704928781e-06,tensor(0.0332),34871,"[(96, 'relu'), (16, 'relu'), (32, 'elu'), (96, 'swish'), (128, 'swish'), (48, 'elu')]","[13, 1, 5, 12, 15, 8, 18]"
4,0.9998131990432739,0.9671912789344788,0.9502367973327637,0.9205636978149414,16777216,36319,1232,1902,5.0477753169146135e-06,tensor(0.0252),34359,"[(96, 'swish'), (96, 'elu'), (48, 'elu'), (96, 'relu'), (32, 'elu'), (48, 'elu')]","[12, 14, 8, 13, 5, 8, 18]"
5,0.9997916221618652,0.9590423703193665,0.9484343528747559,0.9115138053894043,16777216,36013,1538,1958,5.650406849909611e-06,tensor(0.0277),27271,"[(64, 'swish'), (32, 'elu'), (96, 'relu'), (128, 'relu')]","[9, 5, 13, 16, 18]"
6,0.9997194409370422,0.9628771543502808,0.9160628318786621,0.8848130106925964,16777216,36157,1394,3313,7.429393643814562e-06,tensor(0.0370),24903,"[(128, 'relu'), (96, 'elu')]","[16, 14, 18]"
7,0.9997692704200745,0.9378445148468018,0.9581814408302307,0.9009670615196228,16777216,35217,2334,1537,6.443631015721143e-06,tensor(0.0314),25607,"[(96, 'swish'), (48, 'relu'), (32, 'swish'), (64, 'elu'), (48, 'relu'), (64, 'elu')]","[12, 7, 3, 11, 7, 11, 18]"
8,0.9997497200965881,0.9571515917778015,0.9327831268310547,0.8953937292098999,16777216,35942,1609,2590,6.717849827100942e-06,tensor(0.0332),24471,"[(128, 'relu'), (32, 'elu'), (32, 'elu'), (16, 'elu'), (128, 'elu'), (32, 'relu')]","[16, 5, 5, 2, 17, 4, 18]"
9,0.9997496008872986,0.9458603262901306,0.942471981048584,0.8942319750785828,16777216,35518,2033,2168,6.891996482205987e-06,tensor(0.0337),21351,"[(64, 'elu'), (64, 'relu'), (48, 'elu'), (16, 'relu'), (32, 'swish'), (96, 'swish')]","[11, 10, 8, 1, 3, 12, 18]"
