,accuracy,precision,recall,iou,num,tp,fp,fn,cd,loss,size,architecture,sequence
0,1.0,1.0,1.0,1.0,32768,1763,0,0,0.0,4.571004865283612e-06,10105,"{'main': [(40, 'relu'), (32, 'elu'), (64, 'swish'), (40, 'elu'), (16, 'relu'), (48, 'swish'), (1, '')], 'skip': []}","[7, 5, 12, 8, 1, 9, 15]"
1,1.0,1.0,1.0,1.0,32768,1763,0,0,0.0,7.471380740753375e-06,15681,"{'main': [(64, 'relu'), (16, 'swish'), (32, 'elu'), (32, 'relu'), (48, 'elu'), (64, 'swish'), (64, 'elu'), (1, '')], 'skip': []}","[13, 0, 5, 4, 11, 12, 14, 15]"
2,1.0,1.0,1.0,1.0,32768,1763,0,0,0.0,1.8457395754012396e-06,16057,"{'main': [(64, 'relu'), (48, 'relu'), (48, 'elu'), (40, 'relu'), (64, 'relu'), (16, 'relu'), (48, 'swish'), (1, '')], 'skip': []}","[13, 10, 11, 7, 13, 1, 9, 15]"
3,1.0,1.0,1.0,1.0,32768,1763,0,0,0.0,6.624105026276084e-06,16161,"{'main': [(40, 'relu'), (32, 'relu'), (48, 'swish'), (48, 'elu'), (64, 'elu'), (64, 'elu'), (16, 'swish'), (1, '')], 'skip': []}","[7, 4, 9, 11, 14, 14, 0, 15]"
4,1.0,1.0,1.0,1.0,32768,1763,0,0,0.0,4.066871952090878e-06,17497,"{'main': [(64, 'relu'), (64, 'elu'), (16, 'relu'), (40, 'relu'), (48, 'swish'), (48, 'elu'), (64, 'elu'), (1, '')], 'skip': []}","[13, 14, 1, 7, 9, 11, 14, 15]"
5,1.0,1.0,1.0,1.0,32768,1763,0,0,0.0,4.296700808481546e-06,21729,"{'main': [(64, 'elu'), (64, 'relu'), (64, 'swish'), (32, 'swish'), (64, 'elu'), (48, 'elu'), (40, 'relu'), (1, '')], 'skip': []}","[14, 13, 12, 3, 14, 11, 7, 15]"
6,1.0,1.0,1.0,1.0,32768,1763,0,0,0.0,2.8626718631130643e-06,14385,"{'main': [(40, 'relu'), (40, 'relu'), (40, 'elu'), (40, 'swish'), (40, 'swish'), (64, 'elu'), (40, 'swish'), (1, '')], 'skip': []}","[7, 7, 8, 6, 6, 14, 6, 15]"
7,1.0,1.0,1.0,1.0,32768,1763,0,0,0.0,2.0962550024705706e-06,19809,"{'main': [(64, 'swish'), (48, 'relu'), (64, 'relu'), (16, 'swish'), (64, 'elu'), (64, 'relu'), (48, 'relu'), (1, '')], 'skip': []}","[12, 10, 13, 0, 14, 13, 10, 15]"
8,0.99993896484375,0.99886554479599,1.0,0.99886554479599,32768,1761,2,0,4.431366988088486e-06,0.00012209618580527604,10193,"{'main': [(48, 'elu'), (48, 'relu'), (16, 'elu'), (64, 'swish'), (32, 'elu'), (16, 'relu'), (16, 'swish'), (1, '')], 'skip': []}","[11, 10, 2, 12, 5, 1, 0, 15]"
9,1.0,1.0,1.0,1.0,32768,1763,0,0,0.0,1.824034916353412e-05,6289,"{'main': [(40, 'relu'), (32, 'relu'), (32, 'relu'), (40, 'elu'), (1, '')], 'skip': []}","[7, 4, 4, 8, 15]"
