,loss
0,-3.7713680267333984
1,-0.6303924918174744
2,-4.440160751342773
3,-1.585852026939392
4,-5.484225273132324
5,-5.502980709075928
6,-3.1237952709198
7,-5.290292263031006
8,-2.433194875717163
9,-3.265352964401245
