,accuracy,precision,recall,iou,num,tp,fp,fn,cd,loss,size
0,0.938385009765625,0.0,0.0,0.0,32768.0,0.0,2019.0,0.0,100000.0,0.5474317669868469,10807.0
1,0.938385009765625,0.0,0.0,0.0,32768.0,0.0,2019.0,0.0,100000.0,0.41989415884017944,10807.0
2,0.938385009765625,0.0,0.0,0.0,32768.0,0.0,2019.0,0.0,100000.0,0.2752473056316376,10807.0
3,0.938385009765625,0.0,0.0,0.0,32768.0,0.0,2019.0,0.0,100000.0,0.2501486837863922,10807.0
4,0.938385009765625,0.0,0.0,0.0,32768.0,0.0,2019.0,0.0,100000.0,0.24172234535217285,10807.0
5,0.938385009765625,0.0,0.0,0.0,32768.0,0.0,2019.0,0.0,100000.0,0.19847624003887177,10807.0
6,0.938385009765625,0.0,0.0,0.0,32768.0,0.0,2019.0,0.0,100000.0,0.1639910191297531,10807.0
7,0.938385009765625,0.0,0.0,0.0,32768.0,0.0,2019.0,0.0,100000.0,0.1318400651216507,10807.0
8,0.9462890625,0.4512134790420532,0.5828534960746765,0.3410707712173462,32768.0,911.0,1108.0,652.0,0.008805562606295851,0.10580607503652573,10807.0
9,0.961700439453125,0.7097573280334473,0.6817317008972168,0.5331101417541504,32768.0,1433.0,586.0,669.0,0.003486814420651291,0.08226503431797028,10807.0
10,0.970672607421875,0.8142644762992859,0.7372197508811951,0.6310940384864807,32768.0,1644.0,375.0,586.0,0.002086298785417458,0.065525121986866,10807.0
11,0.975799560546875,0.8568598031997681,0.7743957042694092,0.6856916546821594,32768.0,1730.0,289.0,504.0,0.0017083078854618812,0.055712513625621796,10807.0
12,0.97967529296875,0.8935116529464722,0.800000011920929,0.7303643822669983,32768.0,1804.0,215.0,451.0,0.0014349449698485234,0.04917054623365402,10807.0
13,0.98284912109375,0.9138187170028687,0.8262427449226379,0.7665143609046936,32768.0,1845.0,174.0,388.0,0.0011905032231862688,0.04381868243217468,10807.0
14,0.9852294921875,0.9187716841697693,0.8528735637664795,0.7930739521980286,32768.0,1855.0,164.0,320.0,0.0010250518778500794,0.03902214765548706,10807.0
15,0.987457275390625,0.9346210956573486,0.871191143989563,0.8211488127708435,32768.0,1887.0,132.0,279.0,0.0008397007342984034,0.0345502533018589,10807.0
