,loss
0,0.7672163844108582
1,-2.264991521835327
2,-1.3212552070617676
3,-1.9092568159103394
4,-2.2922191619873047
5,-3.810105800628662
6,-4.900627613067627
7,-2.725874662399292
8,-4.083498954772949
9,-2.4817638397216797
