,loss
0,-3.551983594894409
1,0.2669665217399597
2,-2.921572685241699
3,-5.1094584465026855
4,-0.020826976746320724
5,-0.6230742335319519
6,-2.7199673652648926
7,-3.906822919845581
8,-1.7964091300964355
9,0.4037085175514221
