,loss
0,0.042764823883771896
1,-3.8786768913269043
2,-1.3217525482177734
3,0.22754399478435516
4,-2.9801928997039795
5,-2.0241336822509766
6,-5.464274883270264
7,-3.322988986968994
8,-3.0948572158813477
9,-2.753261089324951
