,loss
0,-2.39631724357605
1,-2.291459560394287
2,-4.114923000335693
3,0.16827790439128876
4,-3.0273537635803223
5,-5.003244400024414
6,-3.2586445808410645
7,-3.031400680541992
8,-2.9070606231689453
9,-0.3392516076564789
