,loss
0,-0.6560845971107483
1,-2.7465741634368896
2,-1.5894182920455933
3,-2.558971405029297
4,-1.825693130493164
5,-4.771789073944092
6,-1.6629037857055664
7,0.154923677444458
8,-1.938840627670288
9,-4.830657482147217
