,loss
0,-2.120983123779297
1,-2.202883720397949
2,-2.623511552810669
3,0.4546108841896057
4,-4.908307075500488
5,-5.196687698364258
6,-2.5944135189056396
7,-3.549236297607422
8,-1.499411940574646
9,-5.5290961265563965
