,accuracy,precision,recall,iou,num,tp,fp,fn,cd,loss,size,architecture,sequence
0,1.0,1.0,1.0,1.0,32768,1347,0,0,0.0,1.3612549082608894e-05,5769,"[(32, 'relu'), (40, 'relu'), (32, 'elu'), (32, 'swish')]","[4, 7, 5, 3, 15]"
1,1.0,1.0,1.0,1.0,32768,1347,0,0,0.0,5.61753449801472e-06,10689,"[(32, 'relu'), (48, 'swish'), (64, 'swish'), (48, 'swish'), (16, 'relu')]","[4, 9, 12, 9, 1, 15]"
2,1.0,1.0,1.0,1.0,32768,1347,0,0,0.0,2.108413127643871e-06,10729,"[(40, 'relu'), (64, 'swish'), (40, 'elu'), (32, 'relu'), (48, 'relu')]","[7, 12, 8, 4, 10, 15]"
3,1.0,1.0,1.0,1.0,32768,1347,0,0,0.0,2.7964299079030752e-05,11425,"[(64, 'relu'), (64, 'relu'), (48, 'swish')]","[13, 13, 9, 15]"
4,1.0,1.0,1.0,1.0,32768,1347,0,0,0.0,5.7840579756884836e-06,11809,"[(32, 'elu'), (48, 'relu'), (64, 'elu'), (16, 'elu'), (16, 'swish'), (64, 'elu'), (40, 'swish')]","[5, 10, 14, 2, 0, 14, 6, 15]"
5,1.0,1.0,1.0,1.0,32768,1347,0,0,0.0,2.0923414467688417e-06,12737,"[(64, 'relu'), (40, 'swish'), (16, 'relu'), (48, 'swish'), (32, 'swish'), (40, 'swish'), (40, 'elu')]","[13, 6, 1, 9, 3, 6, 8, 15]"
6,1.0,1.0,1.0,1.0,32768,1347,0,0,0.0,3.6779224501515273e-06,12857,"[(32, 'relu'), (64, 'relu'), (48, 'swish'), (16, 'elu'), (48, 'elu'), (40, 'relu'), (48, 'elu')]","[4, 13, 9, 2, 11, 7, 11, 15]"
7,1.0,1.0,1.0,1.0,32768,1347,0,0,0.0,1.108212109102169e-05,13225,"[(32, 'relu'), (64, 'swish'), (40, 'swish'), (16, 'elu'), (64, 'swish'), (48, 'relu'), (32, 'elu')]","[4, 12, 6, 2, 12, 10, 5, 15]"
8,1.0,1.0,1.0,1.0,32768,1347,0,0,0.0,1.032420072988316e-06,14361,"[(64, 'relu'), (40, 'elu'), (32, 'swish'), (64, 'elu'), (16, 'relu'), (64, 'elu'), (32, 'relu')]","[13, 8, 3, 14, 1, 14, 4, 15]"
9,1.0,1.0,1.0,1.0,32768,1347,0,0,0.0,3.1727022360428236e-06,14369,"[(48, 'elu'), (64, 'relu'), (48, 'relu'), (16, 'elu'), (64, 'relu'), (32, 'relu'), (32, 'swish')]","[11, 13, 10, 2, 13, 4, 3, 15]"
