,loss
0,-2.2385034561157227
1,-2.5576064586639404
2,-2.5869462490081787
3,-0.7240722179412842
4,-2.3511056900024414
5,-3.8946757316589355
6,-1.6196035146713257
7,-1.1179431676864624
8,-2.5852394104003906
9,-1.4955739974975586
