,accuracy,precision,recall,iou,num,tp,fp,fn,cd,loss,size,sequence,architecture,reward
0,0.9992308020591736,0.8873026967048645,0.8934301733970642,0.8023797273635864,16777216,52397,6655,6250,1.4005314331305702e-05,tensor(0.0628),19703,"[10, 6, 5, 7, 6, 4, 18]","[(64, 'relu'), (48, 'swish'), (32, 'elu'), (48, 'relu'), (48, 'swish'), (32, 'relu')]",-0.5560260513095115
1,0.9988588690757751,0.7711338996887207,0.8899681568145752,0.704013466835022,16777216,45537,13515,5630,2.898801965481419e-05,tensor(0.0897),37511,"[1, 10, 17, 5, 15, 12, 18]","[(16, 'relu'), (64, 'relu'), (128, 'elu'), (32, 'elu'), (128, 'swish'), (96, 'swish')]",-1.3995398809834076
2,0.9990403056144714,0.8957867622375488,0.8417217135429382,0.7666487693786621,16777216,52898,6154,9947,1.8391369250682582e-05,tensor(0.0770),46423,"[10, 17, 8, 5, 15, 17, 18]","[(64, 'relu'), (128, 'elu'), (48, 'elu'), (32, 'elu'), (128, 'swish'), (128, 'elu')]",-1.821308162734565
3,0.9990523457527161,0.860732913017273,0.8688101172447205,0.7617306113243103,16777216,50828,8224,7675,1.7845302632784446e-05,tensor(0.0781),26055,"[2, 13, 12, 5, 12, 1, 18]","[(16, 'elu'), (96, 'relu'), (96, 'swish'), (32, 'elu'), (96, 'swish'), (16, 'relu')]",-0.8569478436322562
4,0.9993319511413574,0.9277416467666626,0.8875514268875122,0.8301637768745422,16777216,54785,4267,6941,1.1670862100125383e-05,tensor(0.0551),21991,"[13, 3, 7, 3, 8, 11, 18]","[(96, 'relu'), (32, 'swish'), (48, 'relu'), (32, 'swish'), (48, 'elu'), (64, 'elu')]",-0.6642531063843279
5,0.9993244409561157,0.9048635363578796,0.9033643007278442,0.8250061869621277,16777216,53434,5618,5716,1.1921781607719898e-05,tensor(0.0556),48759,"[8, 11, 7, 14, 16, 16, 18]","[(48, 'elu'), (64, 'elu'), (48, 'relu'), (96, 'elu'), (128, 'relu'), (128, 'relu')]",-1.9316248512175502
6,0.9994249939918518,0.9245410561561584,0.913175106048584,0.8498357534408569,16777216,54596,4456,5191,1.0069463599751119e-05,tensor(0.0481),41031,"[6, 10, 16, 4, 16, 13, 18]","[(48, 'swish'), (64, 'relu'), (128, 'relu'), (32, 'relu'), (128, 'relu'), (96, 'relu')]",-1.5656325316934852
7,0.9985616207122803,0.810421347618103,0.7871993780136108,0.6647821068763733,16777216,47857,11195,12937,4.807057673727912e-05,tensor(0.1105),22951,"[1, 12, 12, 4, 6, 18]","[(16, 'relu'), (96, 'swish'), (96, 'swish'), (32, 'relu'), (48, 'swish')]",-0.7104758301659925
8,0.9990185499191284,0.8785815834999084,0.8480499386787415,0.7590858340263367,16777216,51882,7170,9296,1.8208725989973785e-05,tensor(0.0789),22391,"[9, 6, 9, 0, 8, 13, 18]","[(64, 'swish'), (48, 'swish'), (64, 'swish'), (16, 'swish'), (48, 'elu'), (96, 'relu')]",-0.6835050048368017
9,0.9986196160316467,0.8020219206809998,0.8050621151924133,0.6715967059135437,16777216,47361,11691,11468,3.1061137218984466e-05,tensor(0.1083),16231,"[0, 1, 2, 17, 7, 18]","[(16, 'swish'), (16, 'relu'), (16, 'elu'), (128, 'elu'), (48, 'relu')]",-0.3922510813785138
10,0.9963759779930115,0.017052767798304558,0.26760563254356384,0.01629238948225975,16777216,1007,58045,2756,0.008651322949439464,tensor(0.3137),6580,[18],[],0.06244387250558192
11,0.9963755011558533,0.01713743805885315,0.26765406131744385,0.016369841992855072,16777216,1012,58040,2769,0.008636089191905899,tensor(0.3136),6580,[18],[],0.06244339566842372
12,0.9990504384040833,0.8514021635055542,0.8754026293754578,0.759379506111145,16777216,50277,8775,7156,1.8476212921946886e-05,tensor(0.0763),18503,"[8, 6, 4, 2, 11, 11, 18]","[(48, 'elu'), (48, 'swish'), (32, 'relu'), (16, 'elu'), (64, 'elu'), (64, 'elu')]",-0.4993909232738676
