,loss
0,-3.165160894393921
1,-2.923845052719116
2,-1.2622153759002686
3,-2.2841267585754395
4,-3.012073040008545
5,-0.9890491366386414
6,-1.8837369680404663
7,-1.9294503927230835
8,-1.8497848510742188
9,-0.4738314151763916
