,loss
0,-3.878580093383789
1,-3.290363311767578
2,-1.1708922386169434
3,-3.265009641647339
4,-1.6975600719451904
5,-1.5782506465911865
6,-5.54575252532959
7,-0.3016824722290039
8,-3.974242687225342
9,-3.2753663063049316
