,accuracy,precision,recall,iou,num,tp,fp,fn,cd,loss,size,architecture,sequence
0,1.0,1.0,1.0,1.0,32768,1283,0,0,0.0,7.5180128078500275e-06,7041,"[(64, 'relu'), (16, 'swish'), (32, 'swish'), (40, 'elu')]","[13, 0, 3, 8, 15]"
1,1.0,1.0,1.0,1.0,32768,1283,0,0,0.0,4.097941200598143e-06,13889,"[(40, 'swish'), (64, 'relu'), (48, 'elu'), (16, 'elu'), (64, 'elu'), (32, 'elu'), (48, 'swish')]","[6, 13, 11, 2, 14, 5, 9, 15]"
2,1.0,1.0,1.0,1.0,32768,1283,0,0,0.0,1.5078808246471453e-06,15585,"[(64, 'relu'), (40, 'swish'), (40, 'elu'), (64, 'relu'), (48, 'elu'), (16, 'relu'), (40, 'relu')]","[13, 6, 8, 13, 11, 1, 7, 15]"
3,1.0,1.0,1.0,1.0,32768,1283,0,0,0.0,2.353300260438118e-06,17721,"[(64, 'relu'), (64, 'relu'), (64, 'elu'), (40, 'elu'), (32, 'relu'), (16, 'swish'), (48, 'elu')]","[13, 13, 14, 8, 4, 0, 11, 15]"
4,1.0,1.0,1.0,1.0,32768,1283,0,0,0.0,9.16542558115907e-06,18761,"[(48, 'elu'), (64, 'swish'), (40, 'relu'), (64, 'elu'), (64, 'relu'), (32, 'swish'), (32, 'elu')]","[11, 12, 7, 14, 13, 3, 5, 15]"
5,1.0,1.0,1.0,1.0,32768,1283,0,0,0.0,7.639611794729717e-06,7905,"[(40, 'swish'), (32, 'relu'), (16, 'relu'), (48, 'elu'), (16, 'elu'), (32, 'elu'), (40, 'elu')]","[6, 4, 1, 11, 2, 5, 8, 15]"
6,1.0,1.0,1.0,1.0,32768,1283,0,0,0.0,5.059210252511548e-06,8905,"[(32, 'relu'), (64, 'swish'), (32, 'relu'), (40, 'swish'), (32, 'elu')]","[4, 12, 4, 6, 5, 15]"
7,1.0,1.0,1.0,1.0,32768,1283,0,0,0.0,5.194213827053318e-06,17745,"[(40, 'elu'), (40, 'relu'), (40, 'relu'), (48, 'relu'), (64, 'elu'), (64, 'elu'), (40, 'swish')]","[8, 7, 7, 10, 14, 14, 6, 15]"
8,1.0,1.0,1.0,1.0,32768,1283,0,0,0.0,0.00012792828783858567,3729,"[(32, 'relu'), (16, 'swish'), (64, 'relu')]","[4, 0, 13, 15]"
9,1.0,1.0,1.0,1.0,32768,1283,0,0,0.0,3.4487220545997843e-06,13633,"[(48, 'relu'), (32, 'swish'), (48, 'elu'), (32, 'swish'), (32, 'swish'), (48, 'relu'), (64, 'elu')]","[10, 3, 11, 3, 3, 10, 14, 15]"
