,loss
0,-4.162750720977783
1,-0.6473474502563477
2,-0.7337214350700378
3,-2.4344701766967773
4,-2.027059555053711
5,-3.9994101524353027
6,-4.92830753326416
7,-2.6667675971984863
8,-2.525653123855591
9,-5.652118682861328
