,loss
0,-0.7083088755607605
1,-2.7452611923217773
2,-4.5665435791015625
3,-2.230713367462158
4,-2.904648542404175
5,-0.10816924273967743
6,-0.07037055492401123
7,-0.767592191696167
8,-0.23590199649333954
9,-2.3666772842407227
