,loss
0,-1.4854072332382202
1,-2.6135339736938477
2,-0.9502743482589722
3,-3.877875804901123
4,-0.6724796295166016
5,-2.7251667976379395
6,-0.43008631467819214
7,-1.9835537672042847
8,-1.526158332824707
9,-2.3996057510375977
