,loss
0,-3.857543468475342
1,-5.046916961669922
2,0.714290976524353
3,-0.8693207502365112
4,-1.1145532131195068
5,-0.211722731590271
6,-1.8278255462646484
7,-1.6903938055038452
8,-2.320223331451416
9,-3.3354508876800537
