,loss
0,-2.9723052978515625
1,-3.300382137298584
2,-1.938300371170044
3,-2.543153762817383
4,-1.3428668975830078
5,-3.0233068466186523
6,-2.235578775405884
7,-1.2967329025268555
8,-2.138176441192627
9,-3.936875104904175
