,loss
0,-2.5464272499084473
1,-3.6739563941955566
2,-3.3333747386932373
3,-4.817663669586182
4,-2.3175625801086426
5,-0.7792689204216003
6,-3.6887640953063965
7,-3.1944615840911865
8,-1.4983174800872803
9,-2.673292636871338
