,loss
0,-2.200458288192749
1,-5.072505950927734
2,-1.4770807027816772
3,-2.57912015914917
4,-2.5977039337158203
5,-3.1842448711395264
6,-2.804380416870117
7,-2.7159602642059326
8,0.188987135887146
9,-2.586305618286133
