,loss
0,-1.1382391452789307
1,-4.317626476287842
2,-1.6284599304199219
3,-3.5889506340026855
4,-3.2355074882507324
5,-1.1351125240325928
6,-2.5826213359832764
7,-4.823330879211426
8,-4.452082633972168
9,-1.6832841634750366
