,accuracy,precision,recall,iou,num,tp,fp,fn,cd,loss,size,architecture,sequence
0,1.0,1.0,1.0,1.0,32768,631,0,0,0.0,6.562638009199873e-05,4225,"[(32, 'relu'), (64, 'swish')]","[4, 12, 15]"
1,1.0,1.0,1.0,1.0,32768,631,0,0,0.0,5.5460412113461643e-05,6273,"[(48, 'relu'), (64, 'elu')]","[10, 14, 15]"
2,1.0,1.0,1.0,1.0,32768,631,0,0,0.0,4.30048885391443e-06,8129,"[(32, 'relu'), (32, 'elu'), (48, 'elu'), (32, 'relu'), (32, 'elu'), (16, 'swish'), (16, 'relu')]","[4, 5, 11, 4, 5, 0, 1, 15]"
3,1.0,1.0,1.0,1.0,32768,631,0,0,0.0,3.1009087706479477e-06,9209,"[(32, 'swish'), (16, 'elu'), (48, 'elu'), (16, 'swish'), (64, 'relu'), (40, 'elu'), (32, 'elu')]","[3, 2, 11, 0, 13, 8, 5, 15]"
4,1.0,1.0,1.0,1.0,32768,631,0,0,0.0,6.883982450744952e-07,11025,"[(48, 'elu'), (32, 'relu'), (16, 'relu'), (16, 'swish'), (16, 'elu'), (64, 'swish'), (64, 'elu')]","[11, 4, 1, 0, 2, 12, 14, 15]"
5,1.0,1.0,1.0,1.0,32768,631,0,0,0.0,4.653862220038718e-07,12633,"[(40, 'elu'), (40, 'relu'), (16, 'swish'), (32, 'swish'), (64, 'swish'), (48, 'swish'), (40, 'swish')]","[8, 7, 0, 3, 12, 9, 6, 15]"
6,1.0,1.0,1.0,1.0,32768,631,0,0,0.0,2.248362989121233e-06,12809,"[(48, 'swish'), (40, 'relu'), (16, 'elu'), (48, 'elu'), (48, 'relu'), (48, 'relu'), (32, 'elu')]","[9, 7, 2, 11, 10, 10, 5, 15]"
7,1.0,1.0,1.0,1.0,32768,631,0,0,0.0,8.4848181813868e-07,13177,"[(48, 'swish'), (40, 'relu'), (64, 'elu'), (32, 'relu'), (32, 'relu'), (48, 'swish'), (16, 'relu')]","[9, 7, 14, 4, 4, 9, 1, 15]"
8,1.0,1.0,1.0,1.0,32768,631,0,0,0.0,8.351850055987597e-07,14073,"[(40, 'relu'), (40, 'elu'), (64, 'relu'), (40, 'relu'), (32, 'elu'), (40, 'swish'), (48, 'swish')]","[7, 8, 13, 7, 5, 6, 9, 15]"
9,1.0,1.0,1.0,1.0,32768,631,0,0,0.0,2.167148977605393e-06,15121,"[(64, 'elu'), (32, 'relu'), (32, 'elu'), (32, 'swish'), (48, 'elu'), (64, 'elu'), (32, 'elu')]","[14, 4, 5, 3, 11, 14, 5, 15]"
