,loss
0,-2.1531929969787598
1,-0.4850286841392517
2,-1.793996810913086
3,-5.284148693084717
4,-2.3333537578582764
5,-4.599306106567383
6,-2.6279802322387695
7,-4.309408187866211
8,-1.9856348037719727
9,-1.1722487211227417
