,loss
0,-3.223309278488159
1,-2.5137438774108887
2,-4.540201187133789
3,-0.6440713405609131
4,-3.2751736640930176
5,-2.2475686073303223
6,-3.510735034942627
7,-2.8840761184692383
8,-2.047252655029297
9,-2.8056516647338867
