,accuracy,precision,recall,iou,num,tp,fp,fn,cd,loss,size,architecture,sequence
0,1.0,1.0,1.0,1.0,32768,1265,0,0,0.0,0.00016957151819951832,8321,"{'main': [(64, 'relu'), (64, 'swish'), (1, '')], 'skip': []}","[13, 12, 15]"
1,1.0,1.0,1.0,1.0,32768,1265,0,0,0.0,8.651412827020977e-06,8337,"{'main': [(64, 'relu'), (16, 'swish'), (64, 'swish'), (32, 'elu'), (1, '')], 'skip': []}","[13, 0, 12, 5, 15]"
2,1.0,1.0,1.0,1.0,32768,1265,0,0,0.0,1.578115188749507e-05,8569,"{'main': [(48, 'elu'), (48, 'relu'), (16, 'swish'), (40, 'swish'), (40, 'swish'), (1, '')], 'skip': []}","[11, 10, 0, 6, 6, 15]"
3,1.0,1.0,1.0,1.0,32768,1265,0,0,0.0,4.763984179589897e-06,9569,"{'main': [(48, 'relu'), (16, 'elu'), (48, 'swish'), (64, 'elu'), (16, 'swish'), (40, 'elu'), (1, '')], 'skip': []}","[10, 2, 9, 14, 0, 8, 15]"
4,1.0,1.0,1.0,1.0,32768,1265,0,0,0.0,2.2549906134372577e-05,13601,"{'main': [(32, 'elu'), (32, 'relu'), (64, 'swish'), (64, 'elu'), (64, 'elu'), (1, '')], 'skip': []}","[5, 4, 12, 14, 14, 15]"
5,1.0,1.0,1.0,1.0,32768,1265,0,0,0.0,6.57793407299323e-06,14073,"{'main': [(40, 'relu'), (40, 'relu'), (48, 'relu'), (32, 'elu'), (48, 'relu'), (48, 'elu'), (48, 'elu'), (1, '')], 'skip': []}","[7, 7, 10, 5, 10, 11, 11, 15]"
6,1.0,1.0,1.0,1.0,32768,1265,0,0,0.0,6.4968767219397705e-06,16809,"{'main': [(48, 'elu'), (48, 'relu'), (40, 'elu'), (64, 'relu'), (64, 'elu'), (40, 'elu'), (1, '')], 'skip': []}","[11, 10, 8, 13, 14, 8, 15]"
7,1.0,1.0,1.0,1.0,32768,1265,0,0,0.0,3.147337565678754e-06,18537,"{'main': [(64, 'relu'), (64, 'elu'), (32, 'swish'), (64, 'swish'), (40, 'relu'), (32, 'relu'), (64, 'swish'), (1, '')], 'skip': []}","[13, 14, 3, 12, 7, 4, 12, 15]"
8,1.0,1.0,1.0,1.0,32768,1265,0,0,0.0,0.00033793289912864566,9705,"{'main': [(48, 'relu'), (40, 'relu'), (16, 'relu'), (48, 'swish'), (16, 'swish'), (48, 'swish'), (32, 'swish'), (1, '')], 'skip': []}","[10, 7, 1, 9, 0, 9, 3, 15]"
9,1.0,1.0,1.0,1.0,32768,1265,0,0,0.0,4.403572347655427e-06,14233,"{'main': [(48, 'relu'), (40, 'relu'), (32, 'elu'), (48, 'swish'), (64, 'relu'), (32, 'elu'), (32, 'relu'), (1, '')], 'skip': []}","[10, 7, 5, 9, 13, 5, 4, 15]"
