,loss
0,-3.927548408508301
1,-4.5229387283325195
2,-6.079522132873535
3,-1.5326722860336304
4,0.14089947938919067
5,-2.4200141429901123
6,-3.2623023986816406
7,-1.2498621940612793
8,-2.9747121334075928
9,-0.16116008162498474
