,loss
0,-4.186180114746094
1,-3.5749077796936035
2,-2.6799018383026123
3,-2.9943225383758545
4,-2.329969882965088
5,-3.4149394035339355
6,-1.7196261882781982
7,-3.2791762351989746
8,-4.234548091888428
9,0.3238905668258667
